0.02851423,0.12888142,0.00037577,0.00060933,0.00046221,0.25858265,0.00042803,0.00018291,0.00062600,0.01376817,0.00052668,0.00030755,0.00056422,0.00064679,0.00073364,0.26806222,0.00108333,0.00001000,0.00121008,0.00058838,0.00051571,0.29254509,0.00030395,0.00020607,0.00002859,0.00019799,0.00003900
0.30974492,0.02482165,0.00131903,0.00032843,0.00098097,0.31293620,0.00232382,0.00375198,0.00466281,0.14328482,0.00018021,0.00066365,0.01547322,0.00261921,0.07530161,0.00889481,0.00106393,0.00000972,0.00398435,0.06954856,0.00151248,0.00442930,0.00022921,0.00318861,0.00002884,0.00870981,0.00000783
0.17773128,0.10258414,0.00130100,0.00229891,0.04912220,0.16125798,0.01039919,0.00118386,0.00031478,0.12141243,0.00002186,0.00383371,0.11212085,0.00447668,0.00114146,0.07523406,0.00370070,0.00002471,0.00195458,0.02751892,0.02404265,0.02628912,0.00678785,0.00245778,0.00005940,0.08264874,0.00008116
0.13758682,0.17807252,0.02843251,0.00135846,0.00021148,0.24981483,0.00120286,0.00038586,0.00016796,0.10007991,0.00003266,0.00004421,0.00145116,0.03026389,0.00276907,0.10612401,0.07534556,0.00000791,0.00097848,0.02924453,0.00043057,0.03610741,0.00009131,0.00018396,0.00001111,0.01959011,0.00001084
0.26865769,0.03798280,0.00047429,0.04547696,0.14792125,0.07566503,0.00734866,0.10424690,0.00119053,0.03710524,0.00121270,0.00564494,0.00697709,0.00303542,0.00795947,0.05081820,0.00066022,0.00065085,0.00100108,0.05567085,0.11389875,0.00860264,0.00568888,0.00063411,0.00028669,0.01071084,0.00047792
0.11411232,0.00595319,0.01001111,0.01723271,0.02024051,0.00400054,0.12167902,0.00973703,0.00221143,0.00908736,0.00072242,0.00666005,0.03784998,0.05656970,0.18206116,0.02177419,0.02318796,0.00010735,0.13219684,0.03002861,0.04578368,0.09009639,0.01844243,0.03422391,0.00192365,0.00374689,0.00035958
0.05292030,0.11987047,0.00048483,0.00043563,0.00044406,0.17707559,0.00053897,0.00017546,0.03496767,0.04560137,0.00003693,0.00030349,0.09742604,0.00591111,0.00044061,0.13387409,0.05058460,0.00001412,0.17577221,0.02021641,0.03918799,0.03872790,0.00008175,0.00044720,0.00001936,0.00435799,0.00008385
0.02174203,0.00100121,0.00025237,0.00026261,0.00012111,0.00013334,0.00022079,0.00001000,0.00006138,0.00208582,0.00005519,0.00001000,0.00156273,0.00023057,0.00043321,0.00030849,0.00006340,0.00039883,0.00040631,0.00103622,0.00032273,0.96903844,0.00014803,0.00003804,0.00003715,0.00001000,0.00001000
0.19610438,0.08639565,0.00336597,0.01529576,0.02385549,0.23366064,0.00406509,0.01257231,0.00190419,0.09168622,0.00006971,0.01222716,0.01087009,0.02206825,0.02020687,0.09157352,0.00524447,0.00012581,0.01521466,0.04996584,0.04557433,0.01617053,0.00873029,0.00160754,0.00014743,0.03121738,0.00008041
0.41354867,0.02648777,0.00096178,0.01880109,0.00063889,0.11324617,0.00208538,0.00029984,0.03829971,0.06682856,0.00003284,0.00479472,0.00678916,0.00792128,0.00111470,0.04832200,0.02323621,0.00090439,0.00072774,0.04921414,0.12799079,0.03780603,0.00015083,0.00285853,0.00000217,0.00690628,0.00003034
0.20187845,0.04520244,0.00021706,0.00222958,0.00011055,0.10278255,0.00048293,0.00016798,0.30336533,0.11452997,0.00000959,0.00003958,0.00839830,0.00225882,0.00085397,0.08882624,0.00036634,0.00000762,0.03632500,0.02878975,0.01456030,0.02174506,0.00009925,0.00702684,0.00001007,0.01938809,0.00032834
0.02970867,0.03951903,0.02567685,0.05439492,0.02649462,0.04275025,0.00537197,0.03707667,0.00030941,0.02932139,0.00014956,0.00133459,0.10024588,0.04011308,0.11432883,0.00308908,0.03942605,0.00007439,0.15732675,0.13167587,0.11744153,0.00022624,0.00084558,0.00008044,0.00114058,0.00132393,0.00055384
0.01086596,0.10516078,0.00006650,0.00017507,0.00022461,0.61999645,0.00004131,0.00007887,0.00007170,0.20249664,0.00001930,0.00000899,0.00030962,0.00008468,0.00011504,0.05341965,0.00014681,0.00000567,0.00065813,0.00043331,0.00016471,0.00166215,0.00006987,0.00001977,0.00001199,0.00367907,0.00001335
0.10227804,0.18195535,0.00050121,0.00031832,0.00167077,0.17041586,0.00075913,0.00004608,0.17886546,0.17680067,0.00001531,0.00050400,0.00718741,0.00051466,0.03729778,0.10471192,0.00035139,0.00001000,0.01452535,0.01656664,0.00308885,0.00032826,0.00000652,0.00012355,0.00000252,0.00114495,0.00001000
0.14673637,0.09972947,0.00025866,0.08914613,0.00002011,0.07342848,0.00625802,0.00006483,0.01405386,0.13280502,0.00006107,0.00003361,0.00199880,0.00078493,0.00019280,0.00909259,0.22527224,0.00098284,0.00010842,0.00021564,0.15720488,0.01607431,0.00658093,0.00075187,0.00944760,0.00868020,0.00001631
0.75250391,0.00749251,0.00204310,0.00641598,0.00324018,0.04403958,0.00035810,0.00123210,0.00024747,0.01369621,0.00000946,0.00015662,0.00701282,0.01125119,0.00627987,0.07123886,0.01184022,0.00000649,0.00370285,0.04601832,0.00792882,0.00063097,0.00008622,0.00160235,0.00007098,0.00003359,0.00086123
0.07542736,0.21906773,0.00182761,0.00065539,0.00044145,0.43747782,0.00018980,0.00147459,0.00585971,0.10659243,0.00009641,0.00028282,0.01106161,0.00147052,0.00134165,0.06316860,0.00042486,0.00028484,0.00165986,0.00261930,0.00206756,0.01893457,0.00144091,0.00195897,0.00003376,0.02073789,0.02340196
